artist_name,wikipedia_summary
The L.A. Express,"The L.A. Express was an American jazz fusion ensemble. Members of L.A. Express played on several Joni Mitchell albums, namely Court and Spark, The Hissing of Summer Lawns and the live album Miles of Aisles between 1974 and 1975.
The band also had two jazz instrumental albums on their own - L.A. Express (1976), and Shadow Play (1976). The latter featured backing vocals and cover art by Mitchell. Both albums were recorded at James Guercio's Caribou Ranch studio and were the first albums released on the Caribou label."
Key!,"Kim Ki-bum (Korean: 김기범; born September 23, 1991), better known by his stage name Key, is a South Korean singer, songwriter and television personality. Born and raised in Daegu, South Korea, he later moved to Seoul after a successful audition at the SM National Tour Audition Casting. In May 2008, Key debuted as a member of South Korean boy band Shinee, who later went on to become one of the best-selling artists in South Korea. Key is widely recognized as a singer and dancer, but he has also ventured into different careers, notably as a television presenter.
As a singer, he has collaborated with various artists, and formed the duo Toheart with Woohyun of Infinite. He made his debut as a soloist in November 2018 with the release of the digital single ""Forever Yours"", and his first studio album, Face, was released later that month. Key has also contributed to songwriting for himself and Shinee. As an actor, he was cast in multiple musicals, such as (2013), (2014), and (2015). He has since widened his field as an actor by taking part in several television drama roles, like (2016) and (2017)."
Haftbefehl,"Aykut Anhan (born 16 December 1985), known by his stage name Haftbefehl (meaning ""arrest warrant"" in German), is a German rapper of Turkish-Kurdish origin. He was signed to his own record label Azzlack, before signing with the label Echte Musik."
Freestyle,"Freestyle is a pop/R&B band formed in Davao City, Philippines in 1996 currently fronted by Top Suzara since 2022, who returned seventeen years after he initially left in 2005. The band was formed in 1996 and hit the mainstream in 1998, and is popular for the songs ""Before I Let You Go"", ""So Slow"", ""This Time"", ""Till I Found You"", ""Para Sa 'Yo"", ""Once in a Lifetime"", and their rendition of ""Bakit Ngayon Ka Lang?"" with Pops Fernandez."
Richie Rich,"Richard Serrell (born June 25, 1967), professionally known as Richie Rich, is an American rapper."
Schoolly D,"Jesse Bonds Weaver Jr. (born June 22, 1962), better known by the stage name Schoolly D, is an American rapper from Philadelphia, Pennsylvania."
Te-Tris,"Te-Tris, właściwie Adam Chrabin (ur. 21 kwietnia 1981 w Siemiatyczach) – polski raper, freestyle’owiec i producent muzyczny. Laureat licznych konkursów freestyle’owych takich jak Bitwa o Harendę, Christmas Rappin 2005, Pierwsza Bitwa Podlaska i Freestyle Battle Megaclub Katowice 2004. Dwukrotny finalista Wielkiej Bitwy Warszawskiej. W latach 2007–2009 pełnił również rolę członka jury WBW.
W 2011 roku Chrabin został sklasyfikowany na 16. miejscu listy 30 najlepszych polskich raperów według magazynu Machina. Rok później znalazł się na 15. miejscu analogicznej listy opublikowanej przez serwis Porcys. Członek Akademii Fonograficznej ZPAV."
Trina,"Katrina Laverne Kearse (née Taylor; born December 3, 1974), known professionally as Trina, is an American rapper. She rose to prominence in the late 1990s for her collaborations with Trick Daddy on the singles ""Nann Nigga"", ""Shut Up"", and ""Take It to da House"". In 2000, she released her debut album Da Baddest Bitch. Afterwards, she made an appearance on the remix of ""One Minute Man"" by Missy Elliott and Ludacris. In 2002, she released the Kanye West-produced single ""B R Right"" featuring Ludacris, from her sophomore album Diamond Princess (2002).
Trina's third album Glamorest Life (2005), spawned the hit single ""Here We Go"" featuring Kelly Rowland, which was certified gold by the Recording Industry Association of America (RIAA). Her follow-up album Still da Baddest (2008), peaked within the top ten on the Billboard 200, and reached number one on the US R&B/Hip-Hop Albums. In 2010, she released her fifth album , which featured the Lady Gaga co-penned track ""Let Dem Hoes Fight"", as well as collaborations with Diddy, Nicki Minaj, Lil Wayne, and Rick Ross."
Three Dog Night,"Three Dog Night is an American rock band formed in 1967, founded by vocalists Chuck Negron, Cory Wells, and Danny Hutton. This lineup was soon augmented by Jimmy Greenspoon (keyboards), Joe Schermie (bass), Michael Allsup (guitar), and Floyd Sneed (drums). The band had 21 Billboard Top 40 hits between 1969 and 1975, with three hitting number one. Three Dog Night recorded many songs written by outside songwriters, and they helped to introduce mainstream audiences to writers such as Randy Newman (""Mama Told Me Not to Come""), Paul Williams (""An Old Fashioned Love Song""), Laura Nyro (""Eli's Comin'"") and Hoyt Axton (""Joy to the World"", ""Never Been to Spain"")."
Wildchild,"Roger McKenzie (22 July 1971 – 25 November 1995), also known under his production aliases of Wildchild or DJ Wildchild, was an English musician and DJ."
Medaphoar,"Percee P is an American rapper from the Bronx, New York. He first gained recognition in the hip-hop community in the early 1990s for his fast-paced, intricate rhymes and unique flow. He is known for his collaborations with other notable hip-hop artists, including Lord Finesse and Madlib. Percee P has released several albums throughout his career, including Perseverance in 2007. He continues to be a respected figure in the underground hip-hop scene."
No I.D.,"Ernest Dion Wilson (born June 23, 1971), known professionally as No I.D. (formerly Immenslope), is an American record producer, DJ and songwriter from Chicago, Illinois. He is known for his early work with Chicago-based rapper Common, as well as his career mentorship of rappers Kanye West, J. Cole and Logic. Wilson first gained success for his role as an in-house producer for Jermaine Dupri's So So Def Recordings—leading to largely uncredited work on Dupri's productions ""My Boo"" by Usher, ""Outta My System"" and ""Let Me Hold You"" by Bow Wow—before reaching commercial success with his solo productions. He worked with Jay-Z to produce his singles ""Run This Town"" and ""Holy Grail,"" West to produce ""Heartless,"" and Drake to produce ""Find Your Love"" and ""Nonstop""; each have peaked within the top five of the Billboard Hot 100 chart."
Sy Ari Da Kid,"Sy Ari Brockington (born January 8, 1986), known professionally as Sy Ari da Kid, is an American singer, rapper, and broadcaster."
Joe Budden,"Joseph Anthony Budden II (born August 31, 1980) is an American broadcaster and former rapper. He first gained recognition in the latter occupation with his 2003 single ""Pump It Up"", which peaked within the top 40 of the Billboard Hot 100 and preceded the release of his eponymous debut studio album (2003). A critical and commercial success, the album peaked within the top ten of the Billboard 200, although it served as his only major label release for Def Jam Recordings; he thereafter released seven independent albums to continued critical praise. While doing so, he performed as a member of the hip hop supergroup Slaughterhouse, which were signed to Eminem's Shady Records in 2012; the group released two studio albums."
Eric Bellinger,"Eric Aldwin Bellinger Jr. (born March 27, 1984) is an American R&B singer and songwriter. He began songwriting in 2010, and has co-written singles including ""Lemme See"" by Usher, ""New Flame"" by Chris Brown, ""Right Here"" by Justin Bieber, ""On Chill"" by Wale, and ""Music Sounds Better with U"" by Big Time Rush. His contributions to Brown's album F.A.M.E. (2011) yielded his first Grammy Award.
As a recording artist, he made his debut as a guest performer on the album A Year Without Rain (2010) by Selena Gomez & the Scene. In 2014, Bellinger returned to his recording career and released his debut studio album, The Rebirth in February of that year. He signed with 300 Entertainment to release the extended plays Eric B for President: Term 1 (2016) and Eric B for President: Term 2 (2017)."
Rae Sremmurd,"Rae Sremmurd ( RAY SHREM-urd; ""Ear"" and ""Drummers"" spelled backwards) is an American hip-hop duo composed of brothers Swae Lee and Slim Jxmmi, both of whom originate from Tupelo, Mississippi. They signed with record producer Mike Will Made It's label EarDrummers Records, an imprint of Interscope Records as the first act to sign with the label in 2013. The duo rose to mainstream prominence following the release of their 2014 singles ""No Flex Zone,"" ""No Type"" and ""Throw Sum Mo"" (featuring Nicki Minaj and Young Thug). Each received triple platinum certification by the Recording Industry Association of America (RIAA), peaked within the top 40 of the Billboard Hot 100, and promoted the release of their debut studio album, SremmLife (2015), which itself received double platinum certification. Their 2016 single, ""Black Beatles"" (featuring Gucci Mane) peaked atop the Billboard Hot 100 and preceded the release of their second album, SremmLife 2 (2016), which was met with continued commercial success. In that same year, the duo also formed the record label SremmLife Crew Records."
C. Tangana,"Antón Álvarez Alfaro (born July 16, 1990), known professionally as C. Tangana, is a Spanish rapper. He began his musical career while in high school, rapping under the pseudonym Crema and releasing a seven-track EP titled Él Es Crema (2005). He gained recognition in Spain as a member of the band Agorazein. In 2016, Tangana began performing as a solo act under the stage name C. Tangana.
After releasing a number of singles in 2016, including ""Lo Hace Conmigo"", ""Los Chikos de Madriz"" and ""Antes de morirme"", Tangana attained mainstream success in Spain with the release of ""Mala Mujer"", later included in his debut studio album Ídolo (2017). He continued to explore urbano and hip hop music on his mixtape Avida Dollars (2018), which spawned the top twenty single ""Llorando en la Limo"". Tangana continued to release standalone singles to commercial success such as ""Bien Duro"", ""Booty"" and ""Nunca Estoy"". He experimented with flamenco and Latin music on his second studio album (2021), which was nominated for the Premio Ruido and received a Latin Grammy Award nomination for Album of the Year. became the best-selling album in Spain in 2021."
